Date,Area is: World,Sub Area is: Country,Sub Area is: City,Image url,Special colum: lpi,Item title ENG,Item ENG,Item title ITA,Item ITA,Item title POR,Item POR,Item title DEU,Item DEU,Item title FRA,Item FRA,Item title CHI,Item CHI,Item title JAP,Item JAP,Item ESP,Item title GAE,Item GAE,Item title MAG,Item MAG,Item title URD,Item URD
"Thursday, December 11, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 12, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 13, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 14, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 15, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 16, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 17, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 18, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 19, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 20, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 21, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 22, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 23, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 24, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 25, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 26, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 27, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 28, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 29, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 30, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 31, 2008",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 31, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 31, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 31, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 31, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 31, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 13, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 14, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 15, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 16, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 17, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 18, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 19, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 20, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 21, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 22, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 23, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 24, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 25, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 26, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 27, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 28, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 29, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 30, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 31, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 1, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 2, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 3, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 4, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 5, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 6, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 7, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 8, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 9, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 10, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 11, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 12, 2009",World,,,,,,,,,,,,,,,,,,,,,,,,,
