Date,Area is: World,Sub Area is: Country,Sub Area is: City,LPI SPECIFIC,Image url,Item title ENG,Item ENG,Item title ITA,Item ITA,Item title POR,Item POR,Item title DEU,Item DEU,Item title FRA,Item FRA,Item title CHI,Item CHI,Item title JAP,Item JAP,Item ESP,Item title GAE,Item GAE,Item title MAG,Item MAG,Item title URD,Item URD
"Sunday, December 24, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 25, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 26, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 27, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 28, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 29, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 30, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 31, 2006",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 1, 2007",World,,,,,,"Guademy
In March 2007, several contributors of KDE and Gnome met in A Coruña, Spain, an event which sought to establish a collaboration between the two projects. The event became known as Guademy, a mixture of Guadec, the name given to the Gnome event with Akademy, KDE event name.",,,,,,,,,,,,,,,,,,,
"Tuesday, January 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 31, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 31, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 1, 2007",World,,,,,,"KDE 4 Alpha 1
In May 2007, the alpha 1 version of KDE 4, codenamed “Knut”, was announced. This announcement showed a completely new desktop, with a new theme, Oxygen, new applications like Okular and Dolphin, and a new desktop shell, Plasma. See KDE 4.0 Alpha 1: A Visual Guide to New Features.",,,,,,,,,,,,,,,,,,,
"Wednesday, May 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 31, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 31, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 31, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 1, 2007",World,,,,,,"KDE 4 Development Platform
In October 2007, KDE announced the release candidate of its development platform consisting of basic libraries and tools to develop KDE applications.",,,,,,,,,,,,,,,,,,,
"Tuesday, October 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 19, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 20, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 21, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 22, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 23, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 24, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 25, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 26, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 27, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 28, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 29, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 30, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 31, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 1, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 2, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 3, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 4, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 5, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 6, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 7, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 8, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 9, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 10, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 11, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 12, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 13, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 14, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 15, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 16, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 17, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 18, 2007",World,,,,,,,,,,,,,,,,,,,,,,,,,
